id,created,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_julia,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers,covid_remoto,covid_salario,covid_carga,covid_apoyo
2989,2020-11-24 14:45:57.241547,40000,0,20000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),33,12,2,México,CDMX,godin,trabajo,corp,hibrido,N,hombre,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,remote,bajatemp,Igual,computadora
2990,2020-11-24 15:30:06.659483,6000,0,72000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),22,2,2,México,CDMX,estudiante,autodidacta,itservices,becario,N,mujer,tecnica,,,,,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,remote,igual,disminuido,computadora
2991,2020-11-24 15:36:07.61794,44000,0,0,0,60,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,5,0,México,Mexicali,godin,escuela,itservices,nomina,Y,mujer,universidad,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,Y,,Y,,,Y,remote,mejor,Igual,computadora
2992,2020-11-24 15:36:14.904628,64350,0,140000,0,20,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,4,4,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,Y,Y,Y,,Y,,,Y,,Y,remote,igual,Igual,
2993,2020-11-24 15:36:15.546145,40000,0,100,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),31,8,0,México,Chihuahua,godin,escuela,itservices,nomina,Y,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,Y,,Y,,,Y,remote,igual,Igual,computadora
2994,2020-11-24 15:36:22.033297,49000,0,100000,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,3,1,México,Morelos,godin,escuela,itservices,nomina,Y,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,Y,,,Y,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,mejor,aumentado,computadora
2995,2020-11-24 15:36:25.283916,62500,0,130000,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),31,6,2,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,mejor,Igual,"['computadora', 'muebles']"
2996,2020-11-24 15:37:17.822222,0,2000,0,0,90,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,4,0,Otro,Cochabamba,godin,trabajo,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,remote,desempleo,disminuido,computadora
2997,2020-11-24 15:39:14.917183,60000,0,100000,0,30,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,4,0,México,CDMX,godin,autodidacta,itservices,nomina,Y,hombre,prepa,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,Y,,Y,,,Y,remote,igual,Igual,computadora
2998,2020-11-24 15:41:29.769624,63000,0,80000,0,8,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),30,9,1,México,Monterrey,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,Y,remote,igual,Igual,
2999,2020-11-24 15:45:20.430596,80000,0,60000,0,14,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),34,12,4,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,Y,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,mejor,aumentado,computadora
3000,2020-11-24 15:46:23.616364,72000,0,250000,0,20,5,Nativo o bilingue (ILR 5),27,6,4,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,Y,Y,,Y,remote,mejor,Igual,computadora
3001,2020-11-24 15:48:03.536696,50000,0,660000,0,15,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,8,1,México,Merida,godin,escuela,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,,,Y,,Y,remote,igual,Igual,
3002,2020-11-24 15:49:51.793021,76200,0,130000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),34,11,2,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,pasante,,,,,,,Y,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
3003,2020-11-24 15:52:46.912173,35000,0,14000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),33,8,7,México,Cancún,godin,escuela,itservices,hibrido,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,,,,,remote,bajatemp,aumentado,
3004,2020-11-24 15:53:45.135546,38000,0,0,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),24,2,0,México,Guadalajara,godin,escuela,itservices,nomina,Y,mujer,universidad,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,remote,igual,Igual,"['computadora', 'muebles']"
3005,2020-11-24 15:54:38.616957,75000,0,900000,0,30,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),33,8,1,México,CDMX,godin,autodidacta,itservices,nomina,Y,hombre,pasante,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
3006,2020-11-24 15:55:12.054579,57000,0,75000,0,15,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),33,9,0,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,Y,,Y,Y,Y,,Y,,Y,Y,,Y,remote,igual,disminuido,computadora
3007,2020-11-24 15:56:23.900388,60000,0,150000,0,50,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,8,1,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,igual,Igual,"['computadora', 'muebles']"
3008,2020-11-24 15:56:38.919226,52000,0,630000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,5,0,México,Cordoba,godin,autodidacta,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,Y,Y,,Y,,,Y,remote,igual,Igual,
3009,2020-11-24 15:57:50.859372,63000,0,30000,0,120,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,5,0,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,Y,,,Y,,Y,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,mejor,Igual,"['computadora', 'muebles']"
3010,2020-11-24 15:57:52.880196,50000,0,0,0,30,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),32,5,0,México,Guadalajara,godin,autodidacta,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,,Y,remote,mejor,aumentado,"['computadora', 'muebles']"
3011,2020-11-24 15:58:24.513292,0,3690,0,18000,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),41,20,5,Otro,Guaynabo,godin,autodidacta,itservices,hibrido,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,Y,Y,remote,igual,Igual,
3012,2020-11-24 16:02:38.978264,32000,0,32000,0,100,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,2,1,México,Querétaro,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y,,Y,,,Y,remote,mejor,Igual,computadora
3013,2020-11-24 16:14:44.306849,54000,0,120000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),32,6,0,México,Querétaro,godin,autodidacta,itservices,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,,Y,remote,igual,Igual,computadora
3014,2020-11-24 16:15:17.353052,75000,0,975000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),42,18,1,México,Puerto Escondido,godin,escuela,itservices,nomina,N,hombre,maestria,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,igual,Igual,computadora
3015,2020-11-24 16:34:10.643594,50000,0,100000,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),36,10,1,México,Guadalajara,godin,autodidacta,itservices,nomina,Y,hombre,phd,,Y,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,,Y,,,Y,,Y,remote,igual,Igual,"['computadora', 'muebles']"
3016,2020-11-24 16:35:50.145005,11000,0,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),28,1,1,México,Guadalajara,godin,autodidacta,itservices,nomina,Y,mujer,pasante,,,,,,,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,Y,,Y,remote,igual,aumentado,computadora
3017,2020-11-24 16:38:06.730185,63000,0,200000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),43,19,1,México,Guadalajara,godin,trabajo,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,igual,Igual,"['computadora', 'muebles']"
3018,2020-11-24 16:39:41.898141,72500,0,12000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),31,8,2,México,Guadalajara,godin,trabajo,itservices,nomina,Y,mujer,maestria,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,onsite,bajaperm,aumentado,"['computadora', 'muebles']"
3019,2020-11-24 16:40:39.400161,89000,0,150000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),33,12,3,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,pasante,,Y,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,Y,Y,Y,,Y,Y,Y,Y,,,remote,igual,Igual,"['computadora', 'muebles']"
3020,2020-11-24 16:43:53.188619,30000,0,390000,0,5,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,3,2,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,pasante,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
3021,2020-11-24 16:44:15.733325,50000,0,120000,0,0,5,Nativo o bilingue (ILR 5),23,3,1,México,Guadalajara,directivo,autodidacta,itservices,nomina,N,hombre,prepa,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,Y,Y,,Y,Y,Y,Y,,Y,remote,mejor,aumentado,"['computadora', 'muebles']"
3022,2020-11-24 16:48:06.23908,51000,0,100000,0,15,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),27,3,1,México,Monterrey,godin,escuela,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,Y,remote,igual,Igual,
3023,2020-11-24 16:48:39.052454,29000,0,17000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),36,15,1,México,Guadalajara,godin,bootcamp,itservices,nomina,Y,mujer,maestria,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,,,remote,igual,Igual,"['computadora', 'muebles']"
3024,2020-11-24 16:55:58.23523,55000,0,100000,0,40,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),27,7,1,México,Guadalajara,godin,escuela,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,mejor,Igual,"['computadora', 'muebles']"
3025,2020-11-24 16:57:15.714539,68300,0,100000,0,2,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),32,8,2,México,Guadalajara,godin,online,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,,Y,remote,mejor,Igual,"['computadora', 'muebles']"
3026,2020-11-24 16:57:35.244188,58000,0,33660,0,52,5,Nativo o bilingue (ILR 5),26,6,1,México,Guadalajara,godin,autodidacta,itservices,nomina,Y,mujer,pasante,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
3027,2020-11-24 16:58:46.715605,52000,0,170000,0,15,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),28,4,0,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,Y,,Y,Y,Y,Y,,Y,remote,igual,Igual,
3028,2020-11-24 17:02:00.055812,40000,0,80000,0,2,5,Nativo o bilingue (ILR 5),28,3,2,México,Guadalajara,godin,online,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,remote,igual,aumentado,
3029,2020-11-24 17:03:31.233509,20000,0,7000,0,3,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),27,3,2,México,Guadalajara,godin,escuela,isv,nomina,Y,hombre,universidad,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y,Y,,,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
3030,2020-11-24 17:12:32.333699,57000,0,140000,0,38,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),28,6,1,México,Guadalajara,otro,autodidacta,itservices,nomina,Y,hombre,universidad,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,Y,Y,Y,,Y,,,Y,remote,mejor,Igual,computadora
3031,2020-11-24 17:15:23.391468,40000,0,35000,0,20,1,Elemental: Sé lo básico para sobrevivir (ILR 1),44,19,17,México,Navojoa,godin,escuela,uni,nomina,N,mujer,maestria,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,remote,igual,aumentado,computadora
3032,2020-11-24 17:22:26.176118,55000,0,150000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),44,20,1,México,Hermosillo,godin,escuela,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,remote,desempleo,Igual,computadora
3033,2020-11-24 17:23:00.454525,34000,0,0,0,80,1,Elemental: Sé lo básico para sobrevivir (ILR 1),21,1,0,México,Guadalajara,godin,bootcamp,itservices,nomina,Y,mujer,prepa,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,Y,remote,igual,Igual,computadora
