id,ip_address,created,recaptcha_score,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers
2557,201.175.202.182,2020-01-16 21:20:36.731284,,25000,0,12000,0,30,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,2,2,México,CDMX,godin,trabajo,itservices,hibrido,N,mujer,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,,Y
221,187.171.247.39,2019-12-25 17:10:31.775394,,24000,0,25000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),24,2,2,México,Oaxaca,godin,autodidacta,itservices,nomina,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,
317,177.229.210.5,2019-12-26 19:44:35.125249,,24000,0,30000,0,0,5,Nativo o bilingue (ILR 5),25,2,1,México,Colima,godin,escuela,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,Y
477,187.237.231.53,2019-12-26 21:11:53.516648,,24000,0,20000,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,2,2,México,CDMX,godin,escuela,corp,nomina,N,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,
964,201.175.173.177,2019-12-30 21:27:49.126598,,24000,0,20000,0,15,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),40,2,1,México,Hermosillo,godin,escuela,freelance,honorarios,Y,hombre,universidad,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,201.175.202.145,2020-01-06 23:55:38.270056,,24000,0,10000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),28,2,1,México,CDMX,godin,escuela,itservices,nomina,N,mujer,universidad,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
1612,189.194.30.50,2020-01-09 15:34:19.339434,,24000,0,15000,0,1,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,2,1,México,Torreón,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,,Y,,,Y
2653,2806:268:403:88a4:a439:ed0a:13bf:e85e,2020-02-11 02:38:24.61969,,24000,0,10000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),34,2,1,México,CDMX,godin,bootcamp,corp,hibrido,N,mujer,universidad,,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,
507,187.237.25.96,2019-12-26 21:41:49.831699,,23000,0,2000,0,50,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),23,2,1,México,CDMX,godin,escuela,itservices,hibrido,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,
1714,187.188.106.51,2020-01-09 17:31:45.761556,,23000,0,30000,0,30,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),23,2,1,México,CDMX,godin,escuela,itservices,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,Y
1969,2806:107e:13:4a3f:b80e:3742:8e0a:5fdd,2020-01-10 20:04:31.931263,,23000,0,25000,0,5,1,Elemental: Sé lo básico para sobrevivir (ILR 1),25,2,2,México,CDMX,godin,trabajo,isv,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,Y,,
2010,189.194.145.40,2020-01-11 06:46:17.645198,,23000,0,25000,0,100,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,2,1,México,Querétaro,godin,escuela,itservices,hibrido,N,hombre,universidad,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,Y,,,Y,,Y,,
2240,189.207.246.89,2020-01-14 00:44:02.423629,,23000,0,8000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,2,1,México,Toluca,godin,escuela,itservices,hibrido,N,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,
90,201.97.245.68,2019-12-24 17:21:46.647354,,22500,0,50000,0,12,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),24,2,2,México,CDMX,godin,online,isv,nomina,Y,hombre,universidad,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,Y,,,,,Y
607,187.237.25.12,2019-12-27 01:26:31.855165,,22000,0,75000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),22,2,1,México,CDMX,godin,trabajo,corp,nomina,N,hombre,universidad,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
1635,189.175.86.51,2020-01-09 15:55:37.991764,,22000,0,17000,0,15,1,Elemental: Sé lo básico para sobrevivir (ILR 1),25,2,3,México,Monterrey,godin,trabajo,itservices,nomina,N,hombre,pasante,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,
1960,187.192.52.13,2020-01-10 18:54:22.501284,,22000,0,260000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),32,2,2,México,Monterrey,godin,autodidacta,isv,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,187.217.34.253,2019-12-26 20:17:59.370431,,21000,0,0,0,3,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),33,2,2,México,CDMX,godin,escuela,gobierno,honorarios,N,hombre,maestria,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,185.153.177.15,2020-01-08 19:57:47.424567,,21000,0,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),20,2,2,México,CDMX,estudiante,escuela,itservices,honorarios,N,hombre,tecnica,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
1643,189.216.94.83,2020-01-09 16:02:19.033395,,21000,0,2000,0,12,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),24,2,2,México,CDMX,godin,trabajo,itservices,nomina,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y
1993,201.175.132.254,2020-01-11 01:02:21.462337,,21000,0,22000,0,30,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,2,1,México,CDMX,godin,escuela,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,Y,Y,Y,,,Y
2502,200.68.138.39,2020-01-15 05:45:29.106513,,21000,0,30000,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),24,2,1,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,Y,,,Y
108,189.243.11.106,2019-12-24 18:44:34.797499,,20000,0,0,0,200,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),22,2,0,México,Morelia,godin,autodidacta,isv,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
390,148.244.50.13,2019-12-26 20:05:01.610899,,20000,0,216000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,2,2,México,CDMX,godin,escuela,corp,nomina,N,hombre,pasante,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,Y,,,Y,Y,
1102,201.175.203.49,2020-01-04 21:03:21.709145,,20000,0,15000,0,100,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),19,2,2,México,CDMX,godin,escuela,itservices,nomina,N,hombre,tecnica,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,Y,,,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,
1403,200.68.141.33,2020-01-08 20:36:16.6961,,20000,0,5000,0,30,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),24,2,1,México,Monterrey,godin,autodidacta,itservices,nomina,N,hombre,universidad,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,Y,Y,Y,,Y,Y
1864,189.216.122.235,2020-01-10 03:29:04.096257,,20000,0,35000,0,40,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,2,0,México,CDMX,godin,bootcamp,corp,nomina,N,mujer,prepa,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,
1865,189.216.122.235,2020-01-10 03:29:11.10009,,20000,0,35000,0,40,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,2,0,México,CDMX,godin,bootcamp,corp,nomina,N,mujer,prepa,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,
2085,189.216.121.113,2020-01-13 04:35:54.889372,,20000,0,10000,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,2,0,México,CDMX,godin,bootcamp,corp,nomina,N,mujer,universidad,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,187.237.25.46,2020-01-14 17:39:56.342903,,20000,0,10000,0,40,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),24,2,2,México,CDMX,godin,escuela,itservices,hibrido,N,mujer,universidad,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,
200,201.157.88.196,2019-12-25 10:05:18.73752,,19500,0,18000,0,80,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),25,2,1,México,CDMX,godin,autodidacta,itservices,hibrido,N,hombre,pasante,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,,,
2170,200.68.128.107,2020-01-13 21:53:19.270112,,19500,0,53000,0,8,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,2,2,México,San Luis Potosí,godin,escuela,corp,nomina,N,mujer,posgrado,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,Y,Y,,,Y,,Y
2190,2806:10ae:8:d756:dc48:57d:2010:1f59,2020-01-13 23:07:05.093007,,19500,0,25000,0,3,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),23,2,1,México,Tehuacán,godin,escuela,itservices,honorarios,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,
196,201.175.134.48,2019-12-25 07:29:59.607028,,19000,0,1000,0,10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),26,2,1,México,CDMX,godin,bootcamp,startup,nomina,N,mujer,universidad,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,
259,187.176.108.85,2019-12-26 19:17:16.091886,,19000,0,38000,0,15,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),26,2,2,México,Guadalajara,godin,escuela,isv,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,Y,Y,Y,,,
2522,161.138.22.81,2020-01-15 18:10:35.434514,,19000,0,19000,0,5,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),25,2,1,México,CDMX,emprendedor,bootcamp,startup,honorarios,N,hombre,universidad,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,
2636,200.68.129.155,2020-01-28 03:55:39.557671,,19000,0,10000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),29,2,2,México,Zacatecas,godin,autodidacta,itservices,hibrido,N,hombre,pasante,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,
41,170.169.127.66,2019-12-24 01:12:01.04163,,18000,0,15000,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),24,2,1,México,Querétaro,godin,trabajo,itservices,nomina,Y,mujer,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,
77,2806:102e:d:28cf:8408:c976:1f5e:3a0b,2019-12-24 15:51:51.613761,,18000,0,7500,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),25,2,1,México,Guadalajara,godin,escuela,itservices,nomina,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
113,189.180.38.30,2019-12-24 18:53:08.226776,,18000,0,0,0,45,1,Elemental: Sé lo básico para sobrevivir (ILR 1),25,2,2,México,Querétaro,godin,escuela,itservices,nomina,Y,mujer,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,Y,,,Y,,
264,177.228.178.90,2019-12-26 19:33:13.696623,,18000,0,30000,0,6,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),24,2,2,México,Monterrey,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,Y
349,201.141.9.199,2019-12-26 19:51:45.141398,,18000,0,25000,0,15,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,2,2,México,CDMX,godin,trabajo,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,Y
734,201.156.4.209,2019-12-27 19:18:17.910724,,18000,0,0,0,100,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),22,2,1,México,CDMX,estudiante,trabajo,itservices,nomina,N,nb,pasante,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,,,
1986,177.247.152.199,2020-01-10 22:45:55.39626,,18000,0,18000,0,50,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),26,2,2,México,Colima,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,
2058,189.236.117.36,2020-01-12 18:11:04.495669,,18000,0,10000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),26,2,1,México,CDMX,godin,trabajo,itservices,nomina,N,hombre,universidad,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,Y,Y,Y,,,
2201,2806:103e:c:399c:68cd:2472:aff8:c1d,2020-01-13 23:16:03.291746,,18000,0,75000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),33,2,2,México,Cerano,godin,autodidacta,corp,nomina,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,Y
220,2806:103e:10:88ad:4dd0:ab66:21b9:7e7a,2019-12-25 17:06:43.762988,,17500,0,45000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),23,2,2,México,Guadalajara,godin,autodidacta,itservices,nomina,Y,mujer,universidad,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,Y,,Y
5,189.205.154.128,2019-12-23 22:24:22.759488,,17000,0,219000,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,2,1,México,San Luis Potosí,godin,escuela,corp,nomina,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,
